HumanID,MouseID,EuclidDist,EuclidDistNorm,EuclidDistLog,PearDist,TEC
ENSG00000000971,ENSMUSG00000000049,1648.5024469545644,0.3225581912767242,9.334532468428398,0.03244011677050895,0.25
ENSG00000001036,ENSMUSG00000000056,71.06764450512314,0.6970787865013574,3.9985964939159513,1.3490070023278067,0.0
ENSG00000001084,ENSMUSG00000000078,152.01082218601718,0.6803157332827399,5.442806205705291,0.6183859835775911,0.0
ENSG00000001167,ENSMUSG00000000088,2119.8554055024224,0.5654565023386742,16.94843300426158,1.1505693330142683,0.0
ENSG00000001561,ENSMUSG00000000094,28.852232022322706,0.9769736498893975,8.429827532432801,0.742289293243265,0.375
ENSG00000001617,ENSMUSG00000000103,70.87689602804092,,10.97551660050956,,
ENSG00000001629,ENSMUSG00000000127,19.80466246821703,0.5449173963575245,2.8184059929729637,0.3607006719344711,0.0625
ENSG00000001630,ENSMUSG00000000134,60.21158700972952,0.6810720758822765,4.664873632149857,0.978882067900043,0.0
ENSG00000001631,ENSMUSG00000000148,17.21007598055395,0.5538792379872388,3.1492253351994197,0.773331482762464,0.0625
ENSG00000002016,ENSMUSG00000000149,138.65392776944216,0.6950058866908241,6.6680307044994525,1.0068923830979783,0.0
ENSG00000002330,ENSMUSG00000000159,157.34516093912828,0.7901802497560652,8.337016395664868,0.7780017648474911,0.125
ENSG00000002586,ENSMUSG00000000168,254.6364025491498,0.679972809470287,5.12275472039961,0.834894906184368,0.0
ENSG00000002746,ENSMUSG00000000171,1011.2478471511058,1.1341001616486033,21.730768402495166,1.2011562440872614,0.375
ENSG00000002822,ENSMUSG00000000182,11.806771523398343,0.9657398444188694,6.261860482497378,0.7924609725322388,
ENSG00000002834,ENSMUSG00000000183,110.92664488683113,1.1059238454001752,14.06868133247288,1.0973722424112884,0.4375
ENSG00000002933,ENSMUSG00000000184,657.3359532886741,1.2301658955991475,9.041724180117779,1.4053958784513254,0.0
ENSG00000003056,ENSMUSG00000000194,38.44523495423432,0.40042040719534006,3.866111187559976,0.34071501328133147,0.0
ENSG00000003096,ENSMUSG00000000197,48.247998397912276,1.107792565533494,6.077497154718046,0.853897150970776,0.42857142857142855
ENSG00000003137,ENSMUSG00000000204,63.90906697081333,1.221834767002154,6.582471068125234,1.0254490666150193,0.4166666666666667
ENSG00000003147,ENSMUSG00000000215,2014.425355298903,0.8560482536292159,9.081242902260891,0.2565711055331905,0.3125
ENSG00000003436,ENSMUSG00000000216,73.91400916282488,1.1201121203055437,9.216588843285086,0.9372514420333411,0.3125
ENSG00000003509,ENSMUSG00000000223,37.25615824119172,1.1028326859145399,8.033150621118278,1.0899628926008644,0.375
ENSG00000003989,ENSMUSG00000000244,110.82866952431276,1.3065376501683883,9.297242399032294,1.2374850711777314,0.25
ENSG00000004139,ENSMUSG00000000247,34.8602963820029,0.9971421218796995,6.0906902840216794,0.4865571627945968,0.4375
ENSG00000004142,ENSMUSG00000000248,259.96618175695244,1.0619319041613018,16.798255591052964,0.8277995092319863,0.4375
ENSG00000004487,ENSMUSG00000000253,139.33575803792775,0.7545227648651656,6.205548943059188,1.0576081396678025,0.0625
ENSG00000004660,ENSMUSG00000000276,42.487451651333984,0.7478367236179546,4.757700593953603,0.4470784242240381,0.07142857142857142
ENSG00000004700,ENSMUSG00000000290,84.69261854462746,1.026498217311232,4.133109538750901,0.9303049990542133,0.0625
ENSG00000004766,ENSMUSG00000000295,30.31027378542688,0.17689610583864562,3.965964788859469,0.05657311845645385,0.0
ENSG00000004777,ENSMUSG00000000301,504.73167709110885,1.343665386171171,7.854921990806237,1.3604950704579464,0.0
ENSG00000004864,ENSMUSG00000000303,602.944607999561,1.0559211969968822,7.747607652341224,1.0017475690276323,0.0
ENSG00000004866,ENSMUSG00000000305,21.240675252416974,1.0028446646581464,7.149004315371123,1.0222261851053784,0.375
ENSG00000004897,ENSMUSG00000000318,22.962056206575788,0.5478510252381931,4.2677528577245925,0.4025306490455528,0.0
ENSG00000004939,ENSMUSG00000000320,36.14410301507983,1.2748213888596067,5.431177182339597,1.0256475407931174,0.65
ENSG00000004948,ENSMUSG00000000339,91.799224210974,0.8027605999399463,12.095665401126043,0.4894825724474198,
ENSG00000005001,ENSMUSG00000000340,114.46656721090363,1.0036913339516795,8.89263302577817,0.9954514513275766,0.1875
ENSG00000005022,ENSMUSG00000000346,581.9585298119387,0.563729951801615,5.307204601069371,0.8233730667286302,0.0
ENSG00000005073,ENSMUSG00000000355,234.3607103786488,1.0334027701566406,15.535532269083319,0.7775597945263761,0.375
ENSG00000005102,ENSMUSG00000000359,9.610086483412397,0.5414085513057,2.9898306014120326,0.3066888502160152,0.1
ENSG00000005156,ENSMUSG00000000385,392.82073779766364,0.8399204954383679,7.9480914808917875,0.4456804962504236,0.0625
ENSG00000005175,ENSMUSG00000000399,672.7077248761842,0.6265051000587823,12.961427653879909,1.0328025645277787,0.0
ENSG00000005187,ENSMUSG00000000420,207.5696063285269,0.8193496825514062,10.452510138295143,1.191108660692331,0.0625
ENSG00000005189,ENSMUSG00000000435,9.12854334055112,1.203418730828712,4.774929387138134,1.0050563099140308,0.4375
ENSG00000005194,ENSMUSG00000000440,59.51815158255309,0.6842724322777128,5.952603983529086,0.3582776242769745,0.0625
ENSG00000005238,ENSMUSG00000000489,20.63273065097119,0.4838802630481758,2.841897075236468,0.4354803620161697,0.0625
ENSG00000005421,ENSMUSG00000000531,186.14350247714438,1.3973009605934628,9.576291205233844,1.2211453446425684,1.0
ENSG00000005486,ENSMUSG00000000532,138.27310538525896,0.5519406071768058,6.588889935602311,0.38319406346331575,0.0625
ENSG00000005513,ENSMUSG00000000538,194.99799922711745,0.5140756404792655,9.708928662913697,0.11228237253796225,0.125
ENSG00000005700,ENSMUSG00000000544,604.5298533259767,1.1227225509449856,10.032475930050405,0.9025151914832026,0.3125
ENSG00000005801,ENSMUSG00000000555,42.41015627322189,0.7888386967449054,4.6829047656451595,1.0974826672288756,0.0625
ENSG00000005810,ENSMUSG00000000560,33.331589358216604,0.938578061410758,7.515351362541069,0.40960783139733836,0.4375
ENSG00000005882,ENSMUSG00000000561,24.52067373479618,0.23201210558521124,1.9152611563962847,0.13046721159389907,0.0
ENSG00000005884,ENSMUSG00000000562,132.32323713005806,0.9299064919135146,12.445251041503004,1.1197013824116526,0.4375
ENSG00000005893,ENSMUSG00000000563,1200.496108401096,0.5370579279551224,11.536451678868527,1.0216647776097332,0.0
ENSG00000005981,ENSMUSG00000000567,44.5929877513374,1.0270801460157772,7.792341169481111,0.9318430276657138,0.42857142857142855
ENSG00000006007,ENSMUSG00000000581,306.08775684603523,0.8690058376372007,5.476502185633041,1.4911218280797747,0.0
ENSG00000006042,ENSMUSG00000000594,129.4337066016057,0.8296976450372413,5.486643464759931,1.1494234670182748,0.0
ENSG00000006047,ENSMUSG00000000606,18.448911174782793,,6.3339400388100335,,
ENSG00000006071,ENSMUSG00000000617,22.08655415253899,1.360532424015447,6.1880159293274,1.24637250675207,
ENSG00000006116,ENSMUSG00000000628,183.54216250662716,1.3998909058888536,12.558983902534553,1.2856384380519108,0.4166666666666667
ENSG00000006118,ENSMUSG00000000690,63.59024989916867,1.2668713586154043,7.445408828442249,1.2161132181276084,0.21428571428571427
ENSG00000006125,ENSMUSG00000000708,71.10421749898433,0.45438011770077535,3.0389844106608144,0.6164757402777773,0.0
ENSG00000006128,ENSMUSG00000000711,75.99583075221285,0.8419779800976815,7.311042765955339,0.452335715712318,0.1875
ENSG00000006282,ENSMUSG00000000730,125.77923795085532,0.6868401255115408,13.775144616002807,0.6537141314032089,0.3125
ENSG00000006377,ENSMUSG00000000759,88.36536813891396,0.8432245622923807,12.337810194939836,0.43394701377614064,0.4375
ENSG00000006432,ENSMUSG00000000766,10.100288183374644,0.5393350423072816,4.541663877624699,0.09383341251473776,0.42857142857142855
ENSG00000006453,ENSMUSG00000000782,1064.3713051724192,1.385153307178743,10.937002984794853,1.4037221788693808,0.14285714285714285
ENSG00000006459,ENSMUSG00000000794,18.795005148024472,0.8297805685688207,4.76381929924252,0.8139127044259589,0.1875
ENSG00000006468,ENSMUSG00000000827,201.82864465473568,0.8299029235789328,11.258464655770473,0.5460472695904053,0.0625
ENSG00000006530,ENSMUSG00000000838,88.0827538090066,0.3943774790511699,5.628321341145309,0.284270457613363,0.0
ENSG00000006534,ENSMUSG00000000881,111.0319889214683,0.898657205773505,5.9458604580215475,1.004865625103857,0.0
ENSG00000006555,ENSMUSG00000000902,118.41508029468292,0.9239605975821734,8.949581715750039,0.8099037057267865,0.125
ENSG00000006576,ENSMUSG00000000915,146.60064147872856,0.4045837598061521,7.8449247283726935,0.23156453973389557,0.0
ENSG00000006607,ENSMUSG00000000916,45.82150813770012,0.5123389088943459,5.242352555902029,0.7945417723662872,0.0
ENSG00000006625,ENSMUSG00000000934,60.428630370612716,0.60767473305696,5.61325968584184,0.6996734875951448,0.0625
ENSG00000006634,ENSMUSG00000000957,94.194763725453,0.584678209936712,7.537703310721646,0.35480006821845456,0.14285714285714285
ENSG00000006638,ENSMUSG00000000959,113.76152568131789,0.6642554959986513,8.970281309527483,0.8485979212314234,0.125
ENSG00000006652,ENSMUSG00000000982,53.87647891097218,0.889946597604008,10.77797283671122,1.738525161258862,0.4375
ENSG00000006704,ENSMUSG00000001020,182.8320931666453,0.6773137959535322,4.783948661185146,0.2839820579191069,0.0
ENSG00000006712,ENSMUSG00000001023,126.49692308247775,1.1032368095163085,13.818948388391968,0.8701364216426268,0.4375
ENSG00000006715,ENSMUSG00000001027,33.04260144551788,1.025776502951263,8.884108160053483,0.7358519280401427,0.375
ENSG00000006740,ENSMUSG00000001029,92.45853399461728,1.195614693588766,5.461817811504582,1.1755623789853378,0.0625
ENSG00000006747,ENSMUSG00000001034,43.17610994922207,1.1093145297486704,6.5837939928192295,1.1538636386118382,0.08333333333333333
ENSG00000006756,ENSMUSG00000001039,38.02377658675484,0.8809495269628016,4.581062570430914,1.387927761191695,0.0
ENSG00000006837,ENSMUSG00000001054,91.18105666427938,0.20651415137749235,9.608627610491986,0.0709798240488061,0.125
ENSG00000007129,ENSMUSG00000001056,182.45212181930444,0.5236483913982815,14.240986258289485,0.7397594922277555,0.375
ENSG00000007168,ENSMUSG00000001082,33.25818008609841,0.2616309353906761,2.035619052552533,0.1154091962274415,0.0
ENSG00000007202,ENSMUSG00000001089,52.133226234971,0.5805614315703281,4.698924336677034,0.40073996460743255,0.0625
ENSG00000007255,ENSMUSG00000001095,151.5845615140863,0.982469205603057,10.19791215687144,0.6284134318054417,0.25
ENSG00000007264,ENSMUSG00000001103,12.333780097708468,0.1907897275194884,2.636260903277714,0.021744025648646526,0.3
ENSG00000007306,ENSMUSG00000001119,225.9667558432142,0.882804720355496,10.783166539257696,0.4876313028884972,0.3125
ENSG00000007341,ENSMUSG00000001128,49.148269360350504,0.6450327873306917,6.21025946156872,1.1154767339530758,0.0
ENSG00000007350,ENSMUSG00000001138,53.95796229308347,0.9524879025313965,9.991925242288902,0.7343258748588504,0.42857142857142855
ENSG00000007516,ENSMUSG00000001143,74.48546111258072,0.7955930654272341,6.429153293038224,0.6239254526750101,0.0
ENSG00000007541,ENSMUSG00000001150,34.6205169195715,0.6887669122475335,4.449659232046397,1.035481281590429,0.0625
ENSG00000007908,ENSMUSG00000001151,19.020851399491175,0.6645993547043688,3.4890191099790395,0.7285455502131468,0.07142857142857142
ENSG00000007944,ENSMUSG00000001156,252.30731318619104,0.6329714185592744,5.526387167952275,0.2345086938587434,0.0625
ENSG00000007968,ENSMUSG00000001158,157.38773735463107,0.8789068489936285,13.849991523131495,0.7565686750233211,0.3125
ENSG00000008056,ENSMUSG00000001166,155.961488520468,1.2345412703530203,6.457612463332007,1.172434475386289,0.125
ENSG00000008083,ENSMUSG00000001225,801.5744819828473,1.107339383343998,9.13724804983207,0.83014521934026,0.4375
ENSG00000008130,ENSMUSG00000001228,101.90907591986438,1.1716704530910058,9.154573389921813,1.3464754266598398,0.125
ENSG00000008282,ENSMUSG00000001229,163.06401679091982,0.6390216025792802,5.023626128355867,0.8189590405503582,0.0
ENSG00000008283,ENSMUSG00000001240,77.48737414036022,0.8806761579475211,4.934822736216519,1.6178159929581204,0.0
ENSG00000008394,ENSMUSG00000001270,1581.1514691612022,1.3073681200366858,9.837991032355495,1.20680851597138,0.0
ENSG00000008441,ENSMUSG00000001281,115.03769623539809,1.0142131945477932,8.991558149563343,0.9402436551513143,0.125
ENSG00000008516,ENSMUSG00000001305,32.29713559478195,0.5277179433772499,6.5372252419409715,0.8782371337927013,0.125
ENSG00000008710,ENSMUSG00000001323,115.4239656566142,0.7603675860210972,4.793443769053976,0.7040654082692378,0.0
ENSG00000008838,ENSMUSG00000001333,65.9751846044153,0.9082687390563716,9.68884073678823,0.5934289342724693,0.25
ENSG00000008869,ENSMUSG00000001334,207.97738229946793,1.1044887550681384,8.203857292347736,1.4675078248583517,0.125
ENSG00000008988,ENSMUSG00000001348,226.4287126698473,0.653842549848663,7.320303948624587,0.46839044640959115,0.0625
ENSG00000009307,ENSMUSG00000001366,370.0963389442028,0.7068358265321869,4.120114159597295,1.1080467709026343,0.0
ENSG00000009694,ENSMUSG00000001376,76.54602563972264,0.5299466577964406,7.659729356264186,0.3503473433776434,0.125
ENSG00000009709,ENSMUSG00000001380,138.52247807289845,0.7560872050645266,14.645814960718354,0.18522193866011516,
ENSG00000009724,ENSMUSG00000001383,176.3002812916276,1.259630993952734,9.178089416376082,1.2315540127771816,0.0
ENSG00000009765,ENSMUSG00000001403,114.91048103009064,1.2788753596353033,10.230272817879914,1.3375376469056224,0.4666666666666667
ENSG00000009780,ENSMUSG00000001419,218.3281605981396,0.6245838861274506,8.099768094384066,0.6224708629665363,0.0
ENSG00000009844,ENSMUSG00000001435,114.21949698806954,0.7314637794350031,6.108656785667057,0.955167441572498,0.0625
ENSG00000009950,ENSMUSG00000001436,431.1305160563119,1.2919242181235906,7.578291787692189,1.1584263080979689,0.0
ENSG00000009954,ENSMUSG00000001445,122.80474029951132,0.44582312324796586,4.442344716407128,0.6323501171743464,0.0
ENSG00000010072,ENSMUSG00000001473,79.77559245117743,0.4293595717632424,6.985693856195389,0.12426603559910365,0.0625
ENSG00000010165,ENSMUSG00000001493,23.073127974301922,0.7760103440324352,5.118185054321878,1.002683425118638,0.125
ENSG00000010219,ENSMUSG00000001494,17.958651365802126,1.0088162691426825,6.097419990826653,0.5873158621142996,0.4375
ENSG00000010244,ENSMUSG00000001504,44.55216622091162,0.8221020684476164,7.706229111720422,0.9293899734904862,0.1875
ENSG00000010270,ENSMUSG00000001517,45.76674799714881,0.9275528494597738,6.766582935850999,0.9578980670056387,0.125
ENSG00000010278,ENSMUSG00000001524,242.04114094885225,1.0208354152016028,5.612973009244914,1.0472477786065393,0.0
ENSG00000010282,ENSMUSG00000001542,302.9097150558988,1.3089895601122559,13.117607899298385,1.734470162542494,0.375
ENSG00000010292,ENSMUSG00000001558,24.66127214026798,0.9285082398315154,7.869152872763289,1.0190479149846536,
ENSG00000010295,ENSMUSG00000001583,39.8885613047898,0.7302391174790896,7.088262779453242,0.3207453962991954,0.1875
ENSG00000010310,ENSMUSG00000001642,51.58182076503437,0.7456253790095476,5.976180533000585,0.7806321425344621,0.0625
ENSG00000010318,ENSMUSG00000001655,12.363023574487663,1.185988128551247,6.564199203984154,1.1019996979027855,
ENSG00000010327,ENSMUSG00000001656,131.52414454189113,0.9830122054080638,14.154434989315067,0.8493409169245574,
ENSG00000010361,ENSMUSG00000001661,34.70235396504319,0.9285960987767614,8.333422224434775,0.607248458904972,0.375
ENSG00000010379,ENSMUSG00000001670,554.7668839910355,1.1590798134676326,9.578805785711811,0.8265962775619862,0.625
ENSG00000010404,ENSMUSG00000001687,261.6259024251774,0.5116134883255492,5.501068646878074,0.14004019284502411,0.0
ENSG00000010438,ENSMUSG00000001700,2532.554087746279,1.3573341527259404,10.553044619244027,1.483940718534473,0.0625
ENSG00000010610,ENSMUSG00000001739,141.8204735470662,1.127031595960234,6.5120473408856485,0.9195522392942262,0.125
ENSG00000010671,ENSMUSG00000001750,134.9400780960865,0.4817705616672701,10.595401491182471,0.36513360228656633,0.1875
ENSG00000010704,ENSMUSG00000001751,38.76759455298827,0.5204272582070434,5.443737046512177,0.583811991696402,0.0625
ENSG00000010818,ENSMUSG00000001767,27.79276297886708,0.49286360209782193,3.397989021813983,0.5949157948843701,0.0
ENSG00000010932,ENSMUSG00000001768,90.46469410819338,1.0829896031450161,9.690422614258436,0.8486019300785252,0.35714285714285715
ENSG00000011009,ENSMUSG00000001774,116.55736554407412,0.5080302868271425,3.1210733694118367,0.9782561540616348,0.0
ENSG00000011028,ENSMUSG00000001785,36.13662744273256,0.42264622284555664,2.899276523006087,0.3052374586815886,0.0
ENSG00000011132,ENSMUSG00000001815,35.795844211508054,0.9700618440771249,9.888643227917992,0.5563538493535563,0.4375
ENSG00000011243,ENSMUSG00000001819,102.26865797929361,1.026933806318734,13.672767485094868,0.4968937197002824,0.4375
ENSG00000011275,ENSMUSG00000001823,51.08329359053905,0.9107857666440929,10.710457290901932,0.38155906495665803,0.4375
ENSG00000011295,ENSMUSG00000001829,65.43155708946661,0.40112019036899565,3.5210952271222142,0.5737706819358019,0.0
ENSG00000011332,ENSMUSG00000001844,85.9526846811487,1.0174752990967282,11.809008983180592,0.6417264758792482,0.4375
ENSG00000011347,ENSMUSG00000001847,634.7026165470892,0.9757284508695357,12.678945188964562,1.1365363247041462,0.0
ENSG00000011454,ENSMUSG00000001865,84.16495728404293,0.7593801408284157,9.634750942086908,0.5032932576934348,0.3125
ENSG00000011523,ENSMUSG00000001911,163.98529589524685,0.5554683455624089,6.278354891524059,0.34626353660277387,0.0
ENSG00000011590,ENSMUSG00000001918,342.0483901649631,0.6239723729123469,14.723206164534394,0.3904973845046811,
ENSG00000011600,ENSMUSG00000001924,489.0133676327655,0.45425597420439173,6.204851504982779,0.5412784773710224,0.0
ENSG00000011638,ENSMUSG00000001942,54.322696656038154,0.6504838863168598,4.420923191244468,0.7349294247523165,0.0625
ENSG00000011677,ENSMUSG00000001943,369.4246309432097,1.3964916168017232,10.023431739893084,1.1381848077878665,0.42857142857142855
